bikeid,ride_count(次),total_distance(km),avg_distance(km),total_duration(min),avg_duration(min)
292957,1,1.95,1.95,9.0,9.0
292978,1,1.08,1.08,7.0,7.0
292979,1,1.84,1.84,12.0,12.0
292980,1,1.53,1.53,11.0,11.0
292990,1,1.66,1.66,12.0,12.0
292995,2,3.96,1.98,32.0,16.0
293007,1,0.62,0.62,25.0,25.0
293009,1,1.05,1.05,7.0,7.0
293022,1,4.22,4.22,28.0,28.0
293023,1,1.81,1.81,13.0,13.0
293030,1,2.48,2.48,22.0,22.0
293032,1,1.13,1.13,7.0,7.0
293033,1,1.16,1.16,9.0,9.0
293037,1,0.88,0.88,7.0,7.0
293045,1,0.8,0.8,8.0,8.0
293048,1,1.96,1.96,15.0,15.0
293055,1,0.56,0.56,5.0,5.0
293067,1,1.14,1.14,11.0,11.0
293080,1,0.4,0.4,19.0,19.0
293081,1,0.8,0.8,8.0,8.0
293083,1,0.58,0.58,5.0,5.0
293090,1,0.96,0.96,7.0,7.0
293096,1,1.84,1.84,15.0,15.0
293097,1,1.97,1.97,43.0,43.0
293099,1,1.84,1.84,24.0,24.0
293107,1,0.4,0.4,5.0,5.0
293110,2,1.12,0.56,9.0,4.5
293116,1,1.3,1.3,8.0,8.0
293119,2,3.73,1.86,35.0,17.5
293125,2,1.61,0.8,13.0,6.5
293127,1,0.92,0.92,7.0,7.0
293129,1,2.48,2.48,18.0,18.0
293131,1,0.78,0.78,6.0,6.0
293137,1,2.07,2.07,18.0,18.0
293139,1,0.38,0.38,5.0,5.0
293146,1,1.3,1.3,17.0,17.0
293148,1,1.08,1.08,6.0,6.0
293153,2,1.56,0.78,15.0,7.5
293157,1,2.0,2.0,12.0,12.0
293160,1,1.53,1.53,9.0,9.0
293164,1,1.46,1.46,15.0,15.0
293165,1,0.94,0.94,9.0,9.0
293175,1,0.58,0.58,5.0,5.0
293176,1,0.44,0.44,5.0,5.0
293183,1,1.64,1.64,49.0,49.0
293192,1,0.67,0.67,12.0,12.0
293197,1,0.49,0.49,5.0,5.0
293207,1,1.14,1.14,14.0,14.0
293212,1,0.8,0.8,4.0,4.0
293215,1,0.94,0.94,8.0,8.0
293221,2,6.42,3.21,46.0,23.0
293243,1,1.3,1.3,8.0,8.0
293247,1,1.13,1.13,7.0,7.0
293249,1,1.84,1.84,13.0,13.0
293251,1,2.33,2.33,35.0,35.0
293262,4,8.49,2.12,83.0,20.75
293266,1,1.01,1.01,15.0,15.0
293268,1,1.35,1.35,9.0,9.0
293272,2,3.94,1.97,22.0,11.0
293275,1,0.29,0.29,2.0,2.0
293285,1,2.95,2.95,23.0,23.0
293290,1,0.58,0.58,9.0,9.0
293291,1,0.56,0.56,6.0,6.0
293297,1,0.72,0.72,8.0,8.0
293308,1,0.65,0.65,7.0,7.0
293310,2,5.99,3.0,52.0,26.0
293326,1,0.36,0.36,5.0,5.0
293334,1,0.67,0.67,11.0,11.0
293340,1,0.45,0.45,3.0,3.0
293341,1,0.44,0.44,35.0,35.0
293342,1,0.15,0.15,5.0,5.0
293347,1,0.31,0.31,5.0,5.0
293357,1,5.58,5.58,46.0,46.0
293366,1,1.79,1.79,14.0,14.0
293370,1,4.01,4.01,31.0,31.0
293371,1,1.9,1.9,12.0,12.0
293375,1,1.14,1.14,10.0,10.0
293381,1,0.92,0.92,8.0,8.0
293386,1,0.67,0.67,5.0,5.0
293393,1,2.78,2.78,22.0,22.0
293394,1,4.23,4.23,41.0,41.0
293396,1,2.72,2.72,14.0,14.0
293398,1,1.52,1.52,15.0,15.0
293400,1,1.11,1.11,10.0,10.0
293403,1,1.56,1.56,17.0,17.0
293409,1,1.28,1.28,6.0,6.0
293423,1,1.04,1.04,8.0,8.0
293427,1,2.28,2.28,21.0,21.0
293433,1,0.67,0.67,8.0,8.0
293447,1,0.86,0.86,7.0,7.0
293453,1,1.13,1.13,6.0,6.0
293463,1,1.82,1.82,13.0,13.0
293464,1,2.65,2.65,67.0,67.0
293470,1,0.65,0.65,7.0,7.0
293473,1,3.67,3.67,25.0,25.0
293486,1,3.26,3.26,18.0,18.0
293490,1,1.58,1.58,17.0,17.0
293493,1,0.86,0.86,6.0,6.0
293497,1,0.8,0.8,73.0,73.0
293498,1,0.91,0.91,8.0,8.0
293504,1,3.52,3.52,54.0,54.0
293510,1,1.22,1.22,13.0,13.0
293514,1,2.42,2.42,20.0,20.0
293517,1,0.94,0.94,7.0,7.0
293518,1,2.92,2.92,17.0,17.0
293533,2,0.91,0.46,4.0,2.0
293538,1,0.83,0.83,12.0,12.0
293540,1,1.02,1.02,9.0,9.0
293545,1,1.09,1.09,9.0,9.0
293551,1,0.61,0.61,5.0,5.0
293552,1,5.42,5.42,43.0,43.0
293564,1,1.37,1.37,15.0,15.0
293565,1,0.96,0.96,5.0,5.0
293566,1,0.56,0.56,4.0,4.0
293577,1,3.45,3.45,20.0,20.0
293583,1,3.03,3.03,22.0,22.0
293585,1,1.28,1.28,18.0,18.0
293589,1,1.31,1.31,7.0,7.0
293593,1,0.22,0.22,3.0,3.0
293596,1,0.58,0.58,6.0,6.0
293598,1,1.1,1.1,6.0,6.0
293599,1,1.79,1.79,20.0,20.0
293605,1,0.48,0.48,7.0,7.0
293607,1,4.35,4.35,29.0,29.0
293617,2,1.68,0.84,16.0,8.0
293618,1,4.24,4.24,52.0,52.0
293620,1,0.44,0.44,21.0,21.0
293624,1,0.96,0.96,7.0,7.0
293626,1,1.89,1.89,11.0,11.0
293627,1,0.72,0.72,8.0,8.0
293633,1,0.96,0.96,7.0,7.0
293635,1,0.22,0.22,3.0,3.0
293640,1,0.83,0.83,8.0,8.0
293658,1,12.58,12.58,73.0,73.0
293663,1,0.53,0.53,4.0,4.0
293665,1,7.74,7.74,47.0,47.0
293670,1,0.91,0.91,11.0,11.0
293674,1,0.52,0.52,5.0,5.0
293687,1,0.87,0.87,7.0,7.0
293694,1,1.02,1.02,12.0,12.0
293695,3,13.62,4.54,110.0,36.67
293700,1,1.9,1.9,12.0,12.0
293705,1,0.67,0.67,10.0,10.0
293716,1,1.08,1.08,8.0,8.0
293730,1,2.01,2.01,16.0,16.0
293742,1,1.67,1.67,13.0,13.0
293763,1,1.34,1.34,18.0,18.0
293767,1,1.02,1.02,9.0,9.0
293771,1,1.01,1.01,8.0,8.0
293776,2,2.17,1.08,47.0,23.5
293780,2,1.2,0.6,11.0,5.5
293782,1,0.82,0.82,4.0,4.0
293789,1,1.05,1.05,15.0,15.0
293792,1,3.42,3.42,33.0,33.0
293804,1,3.58,3.58,29.0,29.0
293826,1,0.79,0.79,6.0,6.0
293828,1,1.41,1.41,8.0,8.0
293832,1,1.16,1.16,9.0,9.0
293837,1,1.2,1.2,11.0,11.0
293856,3,2.25,0.75,78.0,26.0
293858,1,0.22,0.22,16.0,16.0
293863,1,0.58,0.58,11.0,11.0
293868,1,0.67,0.67,7.0,7.0
293878,1,1.34,1.34,9.0,9.0
293879,1,5.14,5.14,36.0,36.0
293881,1,0.89,0.89,25.0,25.0
293885,1,0.88,0.88,8.0,8.0
293896,1,0.8,0.8,13.0,13.0
293909,1,0.61,0.61,7.0,7.0
293926,1,0.8,0.8,31.0,31.0
293930,1,1.31,1.31,36.0,36.0
293944,1,1.67,1.67,26.0,26.0
293946,2,7.76,3.88,57.0,28.5
293950,1,1.28,1.28,11.0,11.0
293954,1,0.58,0.58,5.0,5.0
293964,1,1.43,1.43,10.0,10.0
293975,1,1.01,1.01,8.0,8.0
293979,1,0.35,0.35,3.0,3.0
293982,2,1.07,0.53,9.0,4.5
293991,3,1.74,0.58,19.0,6.33
293992,1,3.46,3.46,42.0,42.0
293996,1,4.41,4.41,46.0,46.0
293999,1,1.4,1.4,8.0,8.0
294001,2,4.79,2.4,41.0,20.5
294007,1,0.44,0.44,4.0,4.0
294009,1,1.15,1.15,10.0,10.0
294010,1,1.23,1.23,9.0,9.0
294011,3,5.62,1.87,58.0,19.33
294017,1,2.17,2.17,22.0,22.0
294026,3,9.54,3.18,69.0,23.0
294041,1,1.41,1.41,11.0,11.0
294043,1,0.48,0.48,7.0,7.0
294048,1,2.36,2.36,19.0,19.0
294054,1,2.23,2.23,14.0,14.0
294074,1,2.68,2.68,22.0,22.0
294075,1,0.65,0.65,6.0,6.0
294078,1,0.97,0.97,8.0,8.0
294080,1,1.01,1.01,8.0,8.0
294087,2,2.4,1.2,13.0,6.5
294092,1,1.37,1.37,9.0,9.0
294097,1,1.06,1.06,10.0,10.0
294107,1,0.8,0.8,14.0,14.0
294137,1,3.63,3.63,19.0,19.0
294138,1,3.26,3.26,26.0,26.0
294151,2,1.39,0.7,16.0,8.0
294159,3,5.39,1.8,81.0,27.0
294160,1,3.23,3.23,41.0,41.0
294167,1,0.83,0.83,12.0,12.0
294170,1,0.96,0.96,6.0,6.0
294177,1,0.24,0.24,22.0,22.0
294188,1,1.62,1.62,12.0,12.0
294190,1,2.07,2.07,16.0,16.0
294199,1,0.15,0.15,39.0,39.0
294201,1,3.0,3.0,21.0,21.0
294202,1,1.52,1.52,13.0,13.0
294207,1,1.97,1.97,46.0,46.0
294213,1,1.35,1.35,13.0,13.0
294216,1,1.11,1.11,11.0,11.0
294221,1,0.62,0.62,3.0,3.0
294223,1,2.4,2.4,14.0,14.0
294225,1,2.42,2.42,27.0,27.0
294255,1,0.86,0.86,7.0,7.0
294268,1,0.56,0.56,6.0,6.0
294271,1,1.38,1.38,11.0,11.0
294277,2,1.53,0.77,16.0,8.0
294280,1,0.92,0.92,10.0,10.0
294281,1,0.83,0.83,6.0,6.0
294282,1,2.39,2.39,20.0,20.0
294284,1,0.91,0.91,8.0,8.0
294286,1,0.59,0.59,17.0,17.0
294288,1,1.06,1.06,19.0,19.0
294289,1,4.39,4.39,36.0,36.0
294290,1,0.44,0.44,8.0,8.0
294312,1,1.07,1.07,24.0,24.0
294314,3,4.31,1.44,38.0,12.67
294329,1,1.76,1.76,21.0,21.0
294338,1,1.52,1.52,13.0,13.0
294341,1,0.88,0.88,7.0,7.0
294354,1,0.69,0.69,5.0,5.0
294356,1,0.96,0.96,12.0,12.0
294358,1,1.34,1.34,12.0,12.0
294364,1,0.96,0.96,12.0,12.0
294372,1,1.81,1.81,24.0,24.0
294373,1,1.09,1.09,20.0,20.0
294376,1,2.78,2.78,14.0,14.0
294383,1,2.21,2.21,10.0,10.0
294384,1,0.49,0.49,6.0,6.0
294398,1,3.11,3.11,25.0,25.0
294403,1,1.23,1.23,16.0,16.0
294419,2,4.75,2.38,38.0,19.0
294422,1,0.83,0.83,11.0,11.0
294424,1,0.62,0.62,7.0,7.0
294426,1,1.08,1.08,9.0,9.0
294437,1,1.82,1.82,15.0,15.0
294438,2,1.52,0.76,16.0,8.0
294439,1,1.34,1.34,23.0,23.0
294442,2,1.46,0.73,20.0,10.0
294446,1,0.48,0.48,8.0,8.0
294447,1,0.91,0.91,9.0,9.0
294448,2,9.9,4.95,133.0,66.5
294449,1,2.68,2.68,25.0,25.0
294461,1,3.79,3.79,50.0,50.0
294464,2,1.79,0.9,14.0,7.0
294469,2,2.94,1.47,23.0,11.5
294478,3,2.65,0.88,26.0,8.67
294486,1,0.77,0.77,16.0,16.0
294487,1,0.4,0.4,60.0,60.0
294502,1,1.4,1.4,30.0,30.0
294504,1,0.87,0.87,7.0,7.0
294520,1,1.32,1.32,13.0,13.0
294524,1,1.9,1.9,15.0,15.0
294528,2,0.77,0.38,10.0,5.0
294540,1,1.66,1.66,18.0,18.0
294548,1,1.66,1.66,29.0,29.0
294551,1,2.09,2.09,13.0,13.0
294553,1,1.35,1.35,8.0,8.0
294554,1,5.72,5.72,49.0,49.0
294566,1,0.83,0.83,5.0,5.0
294585,1,1.23,1.23,11.0,11.0
294586,1,0.74,0.74,12.0,12.0
294593,1,0.91,0.91,8.0,8.0
294596,1,1.23,1.23,11.0,11.0
294597,1,0.59,0.59,3.0,3.0
294604,2,0.59,0.29,12.0,6.0
294614,1,0.24,0.24,3.0,3.0
294620,1,4.03,4.03,49.0,49.0
294628,2,1.5,0.75,25.0,12.5
294636,1,1.79,1.79,30.0,30.0
294644,1,4.08,4.08,31.0,31.0
294646,1,0.4,0.4,3.0,3.0
294653,1,0.69,0.69,11.0,11.0
294661,2,1.39,0.7,13.0,6.5
294662,2,7.88,3.94,52.0,26.0
294672,1,3.56,3.56,26.0,26.0
294674,3,2.22,0.74,19.0,6.33
294690,1,0.73,0.73,10.0,10.0
294692,1,0.62,0.62,5.0,5.0
294695,1,1.02,1.02,12.0,12.0
294698,1,4.87,4.87,27.0,27.0
294703,1,1.21,1.21,9.0,9.0
294711,1,0.44,0.44,5.0,5.0
294720,1,0.65,0.65,8.0,8.0
294735,2,2.67,1.34,27.0,13.5
294749,1,1.78,1.78,18.0,18.0
294768,1,1.46,1.46,12.0,12.0
294791,1,0.31,0.31,6.0,6.0
294794,1,0.94,0.94,12.0,12.0
294799,1,0.62,0.62,5.0,5.0
294824,2,3.55,1.78,24.0,12.0
294838,1,1.23,1.23,14.0,14.0
294843,1,2.67,2.67,44.0,44.0
294850,1,0.44,0.44,10.0,10.0
294856,1,1.16,1.16,19.0,19.0
294858,1,1.58,1.58,14.0,14.0
294859,1,0.66,0.66,8.0,8.0
294860,2,1.47,0.74,9.0,4.5
294864,1,0.5,0.5,160.0,160.0
294869,1,0.79,0.79,22.0,22.0
294875,1,3.14,3.14,19.0,19.0
294883,1,0.67,0.67,4.0,4.0
294886,1,2.46,2.46,22.0,22.0
294888,2,1.49,0.75,10.0,5.0
294890,1,1.0,1.0,8.0,8.0
294905,1,1.01,1.01,11.0,11.0
294912,1,0.83,0.83,6.0,6.0
294914,1,0.48,0.48,5.0,5.0
294922,1,0.88,0.88,12.0,12.0
294923,2,3.68,1.84,25.0,12.5
294932,1,0.7,0.7,6.0,6.0
294933,2,4.12,2.06,37.0,18.5
294943,2,1.23,0.61,16.0,8.0
294948,1,4.66,4.66,33.0,33.0
294968,3,2.5,0.83,20.0,6.67
294969,1,1.88,1.88,13.0,13.0
294970,1,1.47,1.47,22.0,22.0
294973,1,0.78,0.78,8.0,8.0
294974,1,0.78,0.78,6.0,6.0
294976,1,0.7,0.7,8.0,8.0
294981,1,1.21,1.21,19.0,19.0
294987,1,0.48,0.48,2.0,2.0
295022,1,1.1,1.1,18.0,18.0
295034,1,0.91,0.91,5.0,5.0
295037,2,2.9,1.45,34.0,17.0
295052,1,0.67,0.67,7.0,7.0
295063,1,0.44,0.44,5.0,5.0
295075,1,0.94,0.94,11.0,11.0
295076,1,0.83,0.83,6.0,6.0
295079,1,0.77,0.77,6.0,6.0
295086,2,3.78,1.89,35.0,17.5
295090,1,0.83,0.83,6.0,6.0
295093,1,2.2,2.2,36.0,36.0
295098,1,0.89,0.89,8.0,8.0
295102,2,1.61,0.81,42.0,21.0
295105,1,0.8,0.8,5.0,5.0
295110,1,0.44,0.44,26.0,26.0
295126,2,3.46,1.73,39.0,19.5
295128,1,2.78,2.78,53.0,53.0
295132,2,3.68,1.84,39.0,19.5
295147,1,0.88,0.88,5.0,5.0
295153,1,0.88,0.88,6.0,6.0
295158,1,0.61,0.61,5.0,5.0
295161,1,3.09,3.09,30.0,30.0
295180,1,4.63,4.63,47.0,47.0
295181,1,0.98,0.98,8.0,8.0
295182,1,0.49,0.49,7.0,7.0
295190,1,0.31,0.31,6.0,6.0
295191,2,1.07,0.53,8.0,4.0
295194,1,0.73,0.73,6.0,6.0
295213,1,3.44,3.44,27.0,27.0
295220,2,1.33,0.67,14.0,7.0
295221,1,2.34,2.34,14.0,14.0
295231,1,0.83,0.83,9.0,9.0
295235,1,0.56,0.56,6.0,6.0
295236,1,0.7,0.7,14.0,14.0
295241,1,0.72,0.72,12.0,12.0
295249,2,1.66,0.83,19.0,9.5
295251,1,0.62,0.62,4.0,4.0
295256,1,0.65,0.65,5.0,5.0
295258,1,2.82,2.82,17.0,17.0
295260,1,1.68,1.68,17.0,17.0
295261,1,0.44,0.44,7.0,7.0
295263,1,2.45,2.45,28.0,28.0
295264,1,0.74,0.74,11.0,11.0
295270,1,1.78,1.78,24.0,24.0
295277,1,1.44,1.44,14.0,14.0
295280,1,0.29,0.29,19.0,19.0
295286,1,0.98,0.98,9.0,9.0
295287,1,0.44,0.44,5.0,5.0
295292,1,1.16,1.16,8.0,8.0
295296,1,1.11,1.11,13.0,13.0
295300,1,5.34,5.34,62.0,62.0
295302,1,0.83,0.83,6.0,6.0
295323,1,1.28,1.28,13.0,13.0
295325,1,7.83,7.83,62.0,62.0
295336,2,1.73,0.87,17.0,8.5
295345,1,0.15,0.15,2.0,2.0
295349,1,1.23,1.23,10.0,10.0
295351,2,4.32,2.16,52.0,26.0
295354,1,0.58,0.58,4.0,4.0
295377,2,3.26,1.63,38.0,19.0
295381,1,0.58,0.58,7.0,7.0
295387,1,1.89,1.89,22.0,22.0
295399,1,1.09,1.09,9.0,9.0
295407,2,19.15,9.58,171.0,85.5
295409,1,0.67,0.67,8.0,8.0
295416,2,19.84,9.92,135.0,67.5
295419,1,1.28,1.28,14.0,14.0
295422,1,4.14,4.14,30.0,30.0
295426,1,1.56,1.56,15.0,15.0
295429,3,3.54,1.18,29.0,9.67
295438,2,2.7,1.35,21.0,10.5
295445,1,2.03,2.03,16.0,16.0
295450,1,3.11,3.11,36.0,36.0
295467,1,6.46,6.46,54.0,54.0
295468,1,0.24,0.24,27.0,27.0
295474,1,4.06,4.06,39.0,39.0
295475,1,1.11,1.11,13.0,13.0
295503,1,0.77,0.77,5.0,5.0
295504,1,4.38,4.38,29.0,29.0
295506,1,0.52,0.52,6.0,6.0
295507,1,0.45,0.45,6.0,6.0
295518,1,1.24,1.24,11.0,11.0
295522,1,2.41,2.41,26.0,26.0
295527,2,7.9,3.95,51.0,25.5
295535,1,2.2,2.2,16.0,16.0
295540,1,0.72,0.72,7.0,7.0
295552,1,1.25,1.25,13.0,13.0
295557,1,0.93,0.93,7.0,7.0
295565,1,0.56,0.56,11.0,11.0
295567,1,0.15,0.15,42.0,42.0
295571,1,0.65,0.65,4.0,4.0
295572,1,0.53,0.53,4.0,4.0
295583,1,0.74,0.74,8.0,8.0
295590,1,2.71,2.71,18.0,18.0
295595,1,0.91,0.91,9.0,9.0
295600,1,4.02,4.02,30.0,30.0
295601,1,0.74,0.74,14.0,14.0
295602,1,0.15,0.15,80.0,80.0
295614,1,0.7,0.7,12.0,12.0
295629,1,7.91,7.91,49.0,49.0
295631,1,0.88,0.88,6.0,6.0
295632,1,2.62,2.62,20.0,20.0
295636,1,1.6,1.6,14.0,14.0
295638,1,0.8,0.8,7.0,7.0
295641,1,0.35,0.35,5.0,5.0
295644,1,0.79,0.79,6.0,6.0
295651,1,0.8,0.8,9.0,9.0
295664,1,1.15,1.15,9.0,9.0
295675,1,0.31,0.31,31.0,31.0
295687,1,1.17,1.17,10.0,10.0
295693,1,1.43,1.43,11.0,11.0
295699,1,1.3,1.3,10.0,10.0
295700,2,1.39,0.7,11.0,5.5
295711,1,1.49,1.49,15.0,15.0
295716,1,1.34,1.34,11.0,11.0
295721,1,0.56,0.56,6.0,6.0
295731,1,0.59,0.59,8.0,8.0
295732,2,0.37,0.18,3.0,1.5
295733,1,0.58,0.58,53.0,53.0
295754,1,4.94,4.94,55.0,55.0
295760,1,0.44,0.44,18.0,18.0
295761,1,0.44,0.44,3.0,3.0
295765,1,1.84,1.84,17.0,17.0
295767,1,1.52,1.52,32.0,32.0
295772,2,0.85,0.43,41.0,20.5
295774,1,1.23,1.23,12.0,12.0
295782,1,2.84,2.84,30.0,30.0
295784,1,0.61,0.61,7.0,7.0
295793,1,4.87,4.87,31.0,31.0
295798,1,1.69,1.69,53.0,53.0
295799,1,1.01,1.01,8.0,8.0
295802,1,1.71,1.71,15.0,15.0
295806,1,0.44,0.44,32.0,32.0
295824,1,1.63,1.63,13.0,13.0
295838,1,0.61,0.61,12.0,12.0
295841,1,0.24,0.24,12.0,12.0
295849,1,0.61,0.61,6.0,6.0
295853,1,0.61,0.61,3.0,3.0
295855,1,3.47,3.47,71.0,71.0
295858,1,0.67,0.67,6.0,6.0
295862,2,1.52,0.76,12.0,6.0
295864,1,0.29,0.29,9.0,9.0
295882,1,0.69,0.69,11.0,11.0
295885,1,2.11,2.11,19.0,19.0
295900,1,0.45,0.45,3.0,3.0
295901,1,1.6,1.6,9.0,9.0
295917,1,4.49,4.49,52.0,52.0
295925,1,1.9,1.9,40.0,40.0
295926,1,1.15,1.15,42.0,42.0
295934,1,0.67,0.67,6.0,6.0
295942,1,0.7,0.7,4.0,4.0
295945,1,1.02,1.02,9.0,9.0
295949,1,1.77,1.77,33.0,33.0
295950,1,0.4,0.4,8.0,8.0
295963,1,1.88,1.88,19.0,19.0
295968,1,0.98,0.98,9.0,9.0
295972,1,1.21,1.21,15.0,15.0
295977,1,0.72,0.72,8.0,8.0
295979,1,1.73,1.73,17.0,17.0
295991,1,0.69,0.69,8.0,8.0
295992,1,1.25,1.25,9.0,9.0
296002,1,0.15,0.15,19.0,19.0
296011,1,1.44,1.44,24.0,24.0
296023,1,1.1,1.1,13.0,13.0
296025,1,2.02,2.02,20.0,20.0
296030,1,5.11,5.11,40.0,40.0
296045,1,0.58,0.58,7.0,7.0
296051,1,1.53,1.53,24.0,24.0
296053,1,0.72,0.72,39.0,39.0
296064,1,0.78,0.78,6.0,6.0
296073,3,1.98,0.66,20.0,6.67
296075,1,5.46,5.46,37.0,37.0
296083,2,1.82,0.91,14.0,7.0
296087,1,5.67,5.67,62.0,62.0
296097,2,1.31,0.66,51.0,25.5
296104,1,0.86,0.86,6.0,6.0
296120,1,5.25,5.25,29.0,29.0
296128,1,3.14,3.14,18.0,18.0
296134,2,4.37,2.19,36.0,18.0
296135,1,1.59,1.59,22.0,22.0
296142,1,1.01,1.01,6.0,6.0
296147,1,0.96,0.96,25.0,25.0
296148,1,0.67,0.67,5.0,5.0
296151,2,2.53,1.27,21.0,10.5
296161,1,2.58,2.58,18.0,18.0
296163,1,2.16,2.16,15.0,15.0
296165,1,0.44,0.44,5.0,5.0
296168,1,0.5,0.5,6.0,6.0
296172,1,3.04,3.04,27.0,27.0
296174,1,0.49,0.49,5.0,5.0
296181,1,0.62,0.62,7.0,7.0
296186,1,3.06,3.06,69.0,69.0
296202,1,0.22,0.22,23.0,23.0
296213,1,4.2,4.2,28.0,28.0
296236,1,0.58,0.58,20.0,20.0
296242,1,1.1,1.1,8.0,8.0
296245,1,1.58,1.58,9.0,9.0
296274,1,1.98,1.98,31.0,31.0
296279,1,2.33,2.33,21.0,21.0
296280,1,0.8,0.8,8.0,8.0
296281,1,0.67,0.67,6.0,6.0
296285,1,0.48,0.48,6.0,6.0
296295,1,1.34,1.34,13.0,13.0
296301,2,3.92,1.96,29.0,14.5
296310,1,0.62,0.62,11.0,11.0
296313,1,4.26,4.26,51.0,51.0
296315,2,1.35,0.67,12.0,6.0
296316,1,0.92,0.92,24.0,24.0
296320,1,0.22,0.22,6.0,6.0
296325,1,1.0,1.0,14.0,14.0
296328,1,3.5,3.5,36.0,36.0
296337,1,0.58,0.58,4.0,4.0
296339,1,1.02,1.02,17.0,17.0
296347,1,0.58,0.58,5.0,5.0
296350,1,1.32,1.32,9.0,9.0
296366,1,0.89,0.89,8.0,8.0
296375,1,1.93,1.93,22.0,22.0
296383,1,2.47,2.47,19.0,19.0
296391,1,0.59,0.59,6.0,6.0
296392,1,0.78,0.78,15.0,15.0
296393,1,1.43,1.43,12.0,12.0
296399,1,0.86,0.86,8.0,8.0
296411,1,0.53,0.53,5.0,5.0
296414,1,3.04,3.04,22.0,22.0
296416,1,0.38,0.38,7.0,7.0
296422,2,1.04,0.52,19.0,9.5
296427,1,1.07,1.07,10.0,10.0
296434,1,0.86,0.86,13.0,13.0
296436,2,3.82,1.91,32.0,16.0
296440,1,0.96,0.96,6.0,6.0
296449,1,3.8,3.8,34.0,34.0
296456,1,0.96,0.96,9.0,9.0
296471,1,2.6,2.6,18.0,18.0
296479,1,0.86,0.86,7.0,7.0
296481,1,1.4,1.4,14.0,14.0
296482,1,1.82,1.82,11.0,11.0
296483,1,0.83,0.83,7.0,7.0
296486,1,0.92,0.92,7.0,7.0
296491,1,1.23,1.23,11.0,11.0
296503,1,3.99,3.99,37.0,37.0
296506,1,3.11,3.11,19.0,19.0
296521,1,1.9,1.9,21.0,21.0
296523,1,0.58,0.58,4.0,4.0
296526,1,0.44,0.44,4.0,4.0
296527,1,0.58,0.58,6.0,6.0
296528,1,0.86,0.86,6.0,6.0
296530,1,1.13,1.13,11.0,11.0
296534,1,1.02,1.02,6.0,6.0
296538,1,1.1,1.1,6.0,6.0
296548,1,1.34,1.34,16.0,16.0
296550,1,0.78,0.78,6.0,6.0
296554,1,0.38,0.38,65.0,65.0
296560,1,0.56,0.56,4.0,4.0
296563,1,0.73,0.73,7.0,7.0
296565,1,1.82,1.82,13.0,13.0
296577,1,1.34,1.34,20.0,20.0
296586,1,0.58,0.58,3.0,3.0
296592,2,2.18,1.09,20.0,10.0
296605,1,2.32,2.32,23.0,23.0
296607,1,0.79,0.79,7.0,7.0
296608,1,0.53,0.53,6.0,6.0
296609,1,0.36,0.36,2.0,2.0
296610,1,0.82,0.82,10.0,10.0
296613,1,0.31,0.31,4.0,4.0
296615,2,2.48,1.24,22.0,11.0
296617,1,1.0,1.0,9.0,9.0
296618,1,0.83,0.83,19.0,19.0
296627,1,8.28,8.28,91.0,91.0
296634,1,0.8,0.8,6.0,6.0
296646,1,0.67,0.67,6.0,6.0
296655,1,2.54,2.54,20.0,20.0
296658,1,0.69,0.69,8.0,8.0
296665,1,0.8,0.8,7.0,7.0
296667,1,4.45,4.45,25.0,25.0
296671,5,8.28,1.66,138.0,27.6
296674,1,0.45,0.45,13.0,13.0
296676,1,3.17,3.17,31.0,31.0
296680,1,0.77,0.77,6.0,6.0
296684,1,0.7,0.7,8.0,8.0
296686,1,0.24,0.24,19.0,19.0
296687,1,0.44,0.44,4.0,4.0
296695,1,0.72,0.72,5.0,5.0
296699,2,6.95,3.48,60.0,30.0
296700,1,1.98,1.98,17.0,17.0
296702,1,0.53,0.53,7.0,7.0
296704,1,0.38,0.38,4.0,4.0
296713,1,1.95,1.95,20.0,20.0
296724,2,1.95,0.98,17.0,8.5
296731,1,0.62,0.62,58.0,58.0
296732,2,14.5,7.25,92.0,46.0
296737,1,1.14,1.14,11.0,11.0
296742,2,1.97,0.99,13.0,6.5
296745,2,2.09,1.05,42.0,21.0
296761,1,2.02,2.02,13.0,13.0
296785,1,3.12,3.12,14.0,14.0
296786,1,6.25,6.25,48.0,48.0
296787,3,2.97,0.99,26.0,8.67
296790,1,0.91,0.91,18.0,18.0
296793,1,1.73,1.73,11.0,11.0
296794,1,1.29,1.29,18.0,18.0
296799,1,0.62,0.62,8.0,8.0
296800,1,1.52,1.52,26.0,26.0
296804,1,2.84,2.84,21.0,21.0
296808,1,1.25,1.25,13.0,13.0
296812,3,5.35,1.78,56.0,18.67
296817,1,0.59,0.59,5.0,5.0
296818,1,1.56,1.56,12.0,12.0
296819,2,4.74,2.37,38.0,19.0
296822,1,1.31,1.31,10.0,10.0
296831,2,2.45,1.23,14.0,7.0
296835,1,1.46,1.46,10.0,10.0
296841,2,5.84,2.92,62.0,31.0
296844,1,6.57,6.57,40.0,40.0
296848,1,1.02,1.02,6.0,6.0
296850,2,4.12,2.06,31.0,15.5
296852,1,1.07,1.07,7.0,7.0
296862,1,0.48,0.48,4.0,4.0
296875,1,0.35,0.35,21.0,21.0
296893,2,2.32,1.16,30.0,15.0
296901,1,4.9,4.9,48.0,48.0
296906,1,1.34,1.34,10.0,10.0
296907,1,3.2,3.2,22.0,22.0
296908,1,0.79,0.79,9.0,9.0
296917,1,0.66,0.66,7.0,7.0
